DATE,DYCO
2005-01,-0.03587642133314431
2005-02,0.07360572255004065
2005-03,-0.052271093409739004
2005-04,-0.08586135825378968
2005-05,0.0061152042463145624
2005-06,0.006602683773502866
2005-07,0.06163684480229515
2005-08,0.04620536265533248
2005-09,0.12276494414040318
2005-10,-0.027828897575138987
2005-11,0.05687881422274885
2005-12,0.05154604307250058
2006-01,0.10809947763352673
2006-02,0.02273936529192104
2006-03,0.006152736117040974
2006-04,0.03887325596593707
2006-05,-0.07516822044141108
2006-06,-0.011256356254454035
2006-07,0.024373305891854418
2006-08,0.030807252972066296
2006-09,0.001831684921694894
2006-10,0.03474582658584086
2006-11,0.05304509156548676
2006-12,0.07671901740377006
2007-01,0.016181669061253075
2007-02,0.012811923948941902
2007-03,0.017695845879393476
2007-04,0.0818684952823347
2007-05,0.07253553229390523
2007-06,0.044769196484164775
2007-07,0.00473286740178003
2007-08,-0.013184342758260066
2007-09,0.02644469398834123
2007-10,0.0504457090215621
2007-11,-0.03931555863859823
2007-12,-0.0035360764222658143
2008-01,-0.0788339539400365
2008-02,0.09215650582842616
2008-03,-0.04278403066649843
2008-04,0.05697275964666765
2008-05,0.06314598036265805
2008-06,-0.06094929681330235
2008-07,-0.041840171267250155
2008-08,-0.024879825745778798
2008-09,-0.15076065885268647
2008-10,-0.22915062668409436
2008-11,0.0633179909333511
2008-12,-0.017581802300566333
2009-01,0.004432897903412278
2009-02,0.012444746529245466
2009-03,0.046796334507637295
2009-04,0.13801970346626485
2009-05,0.06152153929077488
2009-06,0.007013825309547795
2009-07,0.06436040668547895
2009-08,0.045172498355989646
2009-09,0.05862263507976307
2009-10,0.04852931754214935
2009-11,0.05335220404962829
2009-12,0.06395525777627803
2010-01,-0.016838013656543145
2010-02,-0.0009795589309657294
2010-03,0.028064924202180146
2010-04,-0.015124462078957944
2010-05,0.004327833359284878
2010-06,0.015659628576961886
2010-07,0.06161801068683491
2010-08,0.017263595667699663
2010-09,0.05130899654228579
2010-10,0.04854971708024965
2010-11,-0.015390044647840702
2010-12,0.023244685206264208
2011-01,-0.04386302011052223
2011-02,0.020821122814477157
2011-03,0.05544874168670925
2011-04,-0.0019406723096591868
2011-05,0.007400665523587202
2011-06,-0.017280107512786486
2011-07,-0.04082231926955188
2011-08,-0.01573453215533373
2011-09,-0.007921227256975702
2011-10,0.06821675325296346
2011-11,0.009656432701689099
2011-12,0.034823834850352585
2012-01,0.03816966050617537
2012-02,0.06648842861107704
2012-03,0.008117929257457078
2012-04,0.0014741078017533739
2012-05,-0.03271671346617715
2012-06,0.02382733518639115
2012-07,0.03940928270630531
2012-08,0.009941534042046432
2012-09,0.00416410100814651
2012-10,-0.003608698160840903
2012-11,0.03708812555145251
2012-12,0.022105511287987482
2013-01,-0.01107795591286241
2013-02,0.00964311220061097
2013-03,0.010003016417884059
2013-04,0.001296081471236902
2013-05,0.014822220334672868
2013-06,-0.04673246089330966
2013-07,0.02782463523844904
2013-08,0.009072614827033282
2013-09,0.02033376716703175
2013-10,0.03520177624314321
2013-11,0.0016385339992703997
2013-12,-0.013776566749977112
2014-01,-0.04029061870264197
2014-02,-0.006199739291141133
2014-03,0.03643705850714857
2014-04,0.017812263765111868
2014-05,-0.0007676622285688142
2014-06,0.029289736503560787
2014-07,0.011246473405464509
2014-08,0.046260482130348966
2014-09,-0.04329487480984638
2014-10,0.014948385271475378
2014-11,0.029743615079935323
2014-12,-0.034183668858303304
2015-01,-0.02581792822637047
2015-02,0.0813341247005745
2015-03,0.0463799705123276
2015-04,0.02974004702766502
2015-05,0.009792075448412431
2015-06,-0.001028662147884341
2015-07,0.018923657444521062
2015-08,-0.04539265384751661
2015-09,-0.014081008942874262
2015-10,0.04575691392513926
2015-11,-0.018700670366898937
2015-12,-0.006428333058144541
2016-01,-0.025890357900676356
2016-02,0.03188835212415972
2016-03,0.09027907970824996
2016-04,0.04916172931837695
2016-05,-0.023115329753756617
2016-06,0.049026581220701956
2016-07,0.05289383071890958
2016-08,-0.016801592060275435
2016-09,0.0006833374145274661
2016-10,0.03185490800029927
2016-11,-0.06644029829770996
2016-12,0.000536789154601378
2017-01,0.05630206562984313
2017-02,0.029374851546843817
2017-03,-3.628337574290544e-05
2017-04,0.019228623107273878
2017-05,-0.0006666024985366719
2017-06,0.005926633719730982
2017-07,0.03424978373858303
2017-08,0.03958920444182599
2017-09,0.03846644444504741
2017-10,-0.021574733184646845
2017-11,0.0010820276759375964
2017-12,0.04026278470016695
2018-01,0.03718605884406253
2018-02,-0.006559933311202409
2018-03,-0.022563916108542668
2018-04,-0.007821547170026316
2018-05,-0.06359583755633118
2018-06,-0.03415749242144452
2018-07,0.0828162918488016
2018-08,-0.021987093360801405
2018-09,0.03193555272967362
2018-10,0.057676584110758156
2018-11,0.028726331130985574
2018-12,-0.019459154619967625
2019-01,0.1032695091772479
2019-02,0.00532431179924493
2019-03,0.009325737230897196
2019-04,0.0166102381559476
2019-05,0.040314361851155604
2019-06,0.0472915824985982
2019-07,0.05084574850400508
2019-08,0.010484064531451842
2019-09,0.012056951310676961
2019-10,0.00112935554218527
2019-11,0.0810329907003897
2019-12,0.09069554445018448
2020-01,0.05625704032451227
2020-02,-0.08785046043321239
2020-03,-0.37450572663025805
2020-04,0.1448794103549863
2020-05,0.09538807606001108
2020-06,0.12901570323892572
2020-07,0.11876244808702056
2020-08,0.012738933496577638
2020-09,-0.027695230398789353
2020-10,0.005618380720493334
2020-11,0.13234794572794656
2020-12,0.05090372736631191
2021-01,-0.026527338077012654
2021-02,-0.01304817851430293
